Nicholls State University,70,
University of Nevada-Las Vegas,70,
University of Nevada-Reno,70,
Southeast Missouri State University,70,
University of North Dakota,70,
Missouri State University-Springfield,70,
Pennsylvania State University-Penn State Harrisburg,70,
Old Dominion University,70,
Murray State University,70,
Texas Woman's University,70,
Pennsylvania State University-Penn State Beaver,70,
Wichita State University,70,
Eastern Kentucky University,70,
Oakland University,70,
University of Nebraska at Omaha,70,
Pennsylvania State University-Penn State Lehigh Valley,70,
Pennsylvania State University-Penn State Erie-Behrend College,70,
Austin Peay State University,70,
Portland State University,70,
Marshall University,70,
Pennsylvania State University-Penn State Altoona,70,
University of Maine,70,
University of Central Arkansas,70,
University of Northern Colorado,70,
South Dakota State University,70,
East Tennessee State University,70,
Dickinson State University,70,
Western State Colorado University,70,
Fort Lewis College,70,
University of Colorado Colorado Springs,70,
Missouri Southern State University,70,
University of Wyoming,70,
Southern University and A & M College,70,
Southwestern Assemblies of God University,70,
Fort Valley State University,70,
Florida Agricultural and Mechanical University,70,
Hope International University,70,
CUNY Lehman College,70,
Oakland City University,70,
Louisiana State University-Alexandria,70,
Washington Adventist University,70,
CUNY John Jay College of Criminal Justice,70,
California State University-Monterey Bay,70,
Nebraska Methodist College of Nursing & Allied Health,70,
Huston-Tillotson University,70,
Sterling College,70,
University of Maryland Eastern Shore,70,
Kentucky Christian University,70,
Memphis College of Art,70,
Coppin State University,70,
Delaware State University,70,
Clayton  State University,70,
Virginia Union University,70,
CUNY York College,70,
Southwestern Christian University,70,
Bowie State University,70,
Governors State University,70,
Alderson Broaddus University,70,
Marygrove College,70,
Stillman College,70,
University of Arkansas at Pine Bluff,70,
Central State University,70,
Warner University,70,
The College of New Rochelle,70,
Northwestern Oklahoma State University,70,
Grambling State University,70,
Southern Virginia University,70,
Faulkner University,70,
Southeastern University,70,
Alabama State University,70,
Finlandia University,70,
Texas A & M University-Commerce,70,
Pacific Union College,70,
Brescia University,70,
Cleary University,70,
Rust College,70,
Eastern Illinois University,70,
Limestone College,70,
Livingstone College,70,
McMurry University,70,
University of Houston-Victoria,70,
California State University-Northridge,70,
Oakwood University,70,
Graceland University-Lamoni,70,
Holy Names University,70,
University of Science and Arts of Oklahoma,70,
Shaw University,70,
Cumberland University,70,
Kentucky State University,70,
University of Baltimore,70,
University of Saint Mary,70,
Albany State University,70,
Webber International University,70,
Purdue University-North Central Campus,70,
Southwestern Adventist University,70,
Methodist College,70,
Lane College,70,
Spalding University,70,
Tarleton State University,70,
York College,70,
Davis & Elkins College,70,
Bacone College,70,
Maharishi University of Management,70,
Savannah State University,70,
Iowa Wesleyan University,70,
East Texas Baptist University,70,
Missouri Baptist University,70,
SUNY College of Technology at Delhi,70,
King University,70,
Sierra Nevada College,70,
Texas Southern University,70,
MidAmerica Nazarene University,70,
California State University-San Marcos,70,
University of Charleston,70,
Monmouth College,70,
Simpson University,70,
Ohio Dominican University,70,
Daemen College,70,
University of Pittsburgh-Bradford,70,
West Virginia University Institute of Technology,70,
Chatham University,70,
Texas A & M International University,70,
Jacksonville State University,70,
University of West Alabama,70,
Columbus State University,70,
San Diego Christian College,70,
Olivet College,70,
California State University-Fresno,70,
Baptist Memorial College of Health Sciences,70,
Central Christian College of Kansas,70,
Blackburn College,70,
Our Lady of the Lake College,70,
St Thomas University,70,
Crown College,70,
Southwest Minnesota State University,70,
Columbia College-Hollywood,70,
Gordon State College,70,
University of South Carolina-Upstate,70,
Kansas Wesleyan University,70,
Our Lady of the Lake University,70,
Concordia University-Portland,70,
Methodist University,70,
Silver Lake College of the Holy Family,70,
Friends University,70,
Southern Wesleyan University,70,
Mayville State University,70,
Lakeland University,70,
Upper Iowa University,70,
University of North Alabama,70,
Tabor College,70,
Bethel College-North Newton,70,
Texas A&M University-Texarkana,70,
MacMurray College,70,
St Andrews University,70,
Goddard College,70,
Mount Mary University,70,
